Inventory,Native coding scheme,Original variable,Native code,IPCC 2006 code,Mapping,Basis,Note
CMS Canada,Descriptive variable names,CH4_FLX_CA_Gas_Processing,,1B2biii3,1:1,judgement,
CMS Canada,Descriptive variable names,CH4_FLX_CA_Gas_Production,,1B2biii2,1:1,judgement,
CMS Canada,Descriptive variable names,CH4_FLX_CA_Gas_Transmission,,1B2biii4,1:1,judgement,
CMS Mexico,Descriptive variable names,CH4_FLX_MX_Gas_Distribution,,1B2biii5,1:1,judgement,
CMS Mexico,Descriptive variable names,CH4_FLX_MX_Gas_Processing,,1B2biii3,1:1,judgement,
CMS Mexico,Descriptive variable names,CH4_FLX_MX_Gas_Production,,1B2biii2,1:1,judgement,
CMS Mexico,Descriptive variable names,CH4_FLX_MX_Gas_Transmission,,1B2biii4,1:1,judgement,
CMS Mexico,Descriptive variable names,CH4_FLX_MX_Oil,,1B2a,1:1,judgement,
China CHN-CH4,Descriptive variable names,Methane_Biomass_biofuels,,3C1,1:1,judgement,
China CHN-CH4,Descriptive variable names,Methane_Coal_Exploitation,,1B1a,1:1,judgement,
China CHN-CH4,Descriptive variable names,Methane_Fossil_Energy_Consumed,,1A,1:1,judgement,
China CHN-CH4,Descriptive variable names,Methane_Landfills,,4A,1:1,judgement,
China CHN-CH4,Descriptive variable names,Methane_Livestock,,3A,1:1,judgement,
China CHN-CH4,Descriptive variable names,Methane_Oil_Natural_Gas,,1B2,1:1,judgement,
China CHN-CH4,Descriptive variable names,Methane_Rice_Cultivation,,3C7,1:1,judgement,
China CHN-CH4,Descriptive variable names,Methane_Wastewater,,4D,1:1,judgement,
China coal mine (SACMS),Single unlabelled emission field,emi,,1B1a,1:1,judgement,
Switzerland,Descriptive variable names,agriculture,,3A1+3A2,1:many,judgement,Source does not separate the 2 categories.
Switzerland,Descriptive variable names,forest,,,retained,retained,"Natural flux, retained under the original label."
Switzerland,Descriptive variable names,gas,,1B2b,1:1,judgement,
Switzerland,Descriptive variable names,lake,,,retained,retained,"Natural flux, retained under the original label."
Switzerland,Descriptive variable names,landfill,,4A,1:1,judgement,
Switzerland,Descriptive variable names,wastewater,,4D,1:1,judgement,
Switzerland,Descriptive variable names,wetland,,,retained,retained,"Natural flux, retained under the original label."
Switzerland,Descriptive variable names,wild_animal,,,retained,retained,"Natural flux, retained under the original label."
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A1a_Combustion_Electricity_Generation_Coal,1A1a,1A1a,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A1a_Combustion_Electricity_Generation_Distillate_Fuel,1A1a,1A1a,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A1a_Combustion_Electricity_Generation_Natural_Gas,1A1a,1A1a,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A1a_Combustion_Electricity_Generation_Residual_Oil,1A1a,1A1a,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A1a_Combustion_Electricity_Generation_Wood,1A1a,1A1a,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A2_Combustion_Industry_Coal,1A2,1A2,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A2_Combustion_Industry_Distillate_Fuel,1A2,1A2,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A2_Combustion_Industry_Kerosene,1A2,1A2,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A2_Combustion_Industry_Liquid_Petroleum_Gas,1A2,1A2,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A2_Combustion_Industry_Natural_Gas,1A2,1A2,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A2_Combustion_Industry_Petroleum_Coke,1A2,1A2,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A2_Combustion_Industry_Residual_Oil,1A2,1A2,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A2_Combustion_Industry_Special_Naphthas,1A2,1A2,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A2_Combustion_Industry_Wood,1A2,1A2,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3a_Combustion_Civil_Aviation,1A3a,1A3a,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3b_Combustion_Road_Compressed_Natural_Gas,1A3b,1A3b,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3b_Combustion_Road_Diesel,1A3b,1A3b,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3b_Combustion_Road_Gasoline,1A3b,1A3b,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3c_Combustion_Railways,1A3c,1A3c,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3d_Combustion_Navigation,1A3d,1A3d,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3e1_Combustion_Pipeline_Transport_Natural_Gas,1A3e1,1A3ei,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3e2_Combustion_Mobile_Offroad_Agriculture,1A3e2,1A3eii,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3e2_Combustion_Mobile_Offroad_Commercial_Industrial,1A3e2,1A3eii,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3e2_Combustion_Mobile_Offroad_Construction,1A3e2,1A3eii,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3e2_Combustion_Mobile_Offroad_Lawn_Garden,1A3e2,1A3eii,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3e2_Combustion_Mobile_Offroad_Military,1A3e2,1A3eii,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3e2_Combustion_Mobile_Offroad_Misc_Diesel,1A3e2,1A3eii,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3e2_Combustion_Mobile_Offroad_Misc_Gasoline,1A3e2,1A3eii,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3e2_Combustion_Mobile_Offroad_Public_Nonhighway,1A3e2,1A3eii,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A3e2_Combustion_Mobile_Offroad_Recreational_Vehicles,1A3e2,1A3eii,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A4a_Combustion_Commercial_Distillate_Fuel,1A4a,1A4a,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A4a_Combustion_Commercial_Kerosene,1A4a,1A4a,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A4a_Combustion_Commercial_Liquid_Petroleum_Gas,1A4a,1A4a,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A4a_Combustion_Commercial_Natural_Gas,1A4a,1A4a,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A4a_Combustion_Commercial_Residual_Oil,1A4a,1A4a,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A4a_Combustion_Commercial_Wood,1A4a,1A4a,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A4b_Combustion_Residential_Distillate_Fuel,1A4b,1A4b,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A4b_Combustion_Residential_Kerosene,1A4b,1A4b,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A4b_Combustion_Residential_Liquid_Petroleum_Gas,1A4b,1A4b,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A4b_Combustion_Residential_Natural_Gas,1A4b,1A4b,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A4b_Combustion_Residential_Wood,1A4b,1A4b,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1A5a_Combustion_Stationary_Oil_gas_drill_rigs,1A5a,1A5a,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2a1_Oil_Mud_degassing,1B2a1,1B2aiii1,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2a1_Oil_Natural_Gas_Drilling_fugitives,1B2a1,1B2aiii1,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2a1_Oil_Well_completions,1B2a1,1B2aiii1,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2a2_Oil_Production,1B2a2,1B2aiii2,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2a4_Oil_Refining_Storage,1B2a4,1B2aiii4,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b1_Natural_Gas_High_producing_wells,1B2b1,1B2biii2,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b1_Natural_Gas_Low_producing_wells,1B2b1,1B2biii2,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b2_Natural_Gas_Compressor_Stations_Gathering,1B2b2,1B2biii4,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b2_Natural_Gas_Compressor_Stations_Storage,1B2b2,1B2biii4,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b2_Natural_Gas_Compressor_Stations_Transmission,1B2b2,1B2biii4,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b2_Natural_Gas_Distribution_pipeline,1B2b2,1B2biii5,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b2_Natural_Gas_Gathering_pipeline,1B2b2,1B2biii5,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b2_Natural_Gas_Transmission_pipeline,1B2b2,1B2biii5,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b3_Natural_Gas_End_use_Commercial_customer_meters,1B2b3,1B2biii6,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b3_Natural_Gas_End_use_Other_Commercial_bldgs,1B2b3,1B2biii6,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b3_Natural_Gas_End_use_Residential_appliances,1B2b3,1B2biii6,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b3_Natural_Gas_End_use_Residential_buildings,1B2b3,1B2biii6,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b3_Natural_Gas_End_use_Residential_customer_meters,1B2b3,1B2biii6,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b3_Natural_Gas_End_use_Restaurants_hospitals,1B2b3,1B2biii6,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2b3_Natural_Gas_End_use_fugitives_LNG_storage,1B2b3,1B2biii6,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2d_Other_Abandoned_gas_wells,1B2d,1B3,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_1B2d_Other_Abandoned_oil_wells,1B2d,1B3,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_2C1_Iron_Steel_Production,2C1,2C1,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_4A10_Enteric_Fermentation_Deer_Elk_livestock,4A10,3A1j,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_4A1a_Enteric_Fermentation_Cattle_Dairy,4A1a,3A1ai,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_4A1b_Enteric_Fermentation_Cattle_Non_Dairy,4A1b,3A1aii,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_4A3_Enteric_Fermentation_Sheep,4A3,3A1c,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_4A4_Enteric_Fermentation_Goats,4A4,3A1d,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_4A6_Enteric_Fermentation_Horses,4A6,3A1f,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_4B1a_Manure_Management_Cattle_Dairy,4B1a,3A2ai,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_4B1b_Manure_Management_Cattle_Non_Dairy,4B1b,3A2aii,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_4B6_Manure_Management_Horses,4B6,3A2f,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_4B8_Manure_Management_Swine,4B8,3A2h,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_4B9_Manure_Management_Chicken_manure_fertilizer,4B9,3A2i,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_4B9_Manure_Management_Chickens,4B9,3A2i,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_6A1_Landfills,6A1,4A1,1:1,crosswalk,
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_6B1_6B2_Domestic_Commercial_Industrial_Wastewater,6B1+6B2,4D,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_6B3_Wastewater_Septic_systems,6B3,4D,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_6B3_Wastewater_Sewer_emissions,6B3,4D,many:1,crosswalk,Summed with the other variables sharing this code.
New York State,IPCC 1996 codes embedded in variable names,emi_ch4_6C_Waste_Incineration,6C,4C,1:1,crosswalk,
Australia coal mine,Descriptive variable names,gridded_aus_emissions,,1B1a,1:1,judgement,
India coal mine,Descriptive variable names,gridded_ind_emissions,,1B1a,1:1,judgement,
